Datum export;20211201 09:13;;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;20211017 00:00;20211017 01:00;17.7;23.96;8.49;27.84;20.16;17.77;31.22;19.89;34.68;26.93;39.18;35.8;21.15;15.25;27.07;42.49;31.37;25.56;31.87;20.37;55.06;26.25;49.04;18.87;18.78;14.99;18.16;29.49;33.37;37.32;26.73;26.39;19.45;11.09;20.37;;12.78;8.52;16.04;6.64;8.67;18.49;11.65
NO2;uur;µg/m³;20211017 01:00;20211017 02:00;22.06;17.81;7.4;21.96;18.03;16.95;36.02;23.23;27.83;23.32;27.14;37.66;20.45;25.9;20.41;36.21;26.46;28.33;30.01;21.09;44.97;31.33;50.34;19.42;19.4;17.66;16.23;25.27;30.55;31.77;26.62;23.24;17.67;12.5;18.31;23.02;11.86;10.54;15.49;6.93;10.57;16.72;11.91
NO2;uur;µg/m³;20211017 02:00;20211017 03:00;16.89;23.38;6.16;20.43;17.08;13.02;41.39;25.94;23.95;22.04;23.69;32.87;18.07;28.8;12.93;47.41;31.75;26.38;27.51;23.27;46.36;41.07;45.14;17.87;21.97;17.59;16.95;25.96;27.96;24.48;25.3;24.66;15.03;11.84;17.43;24.67;11.1;10.23;16.15;7.08;10.41;14.6;10.89
NO2;uur;µg/m³;20211017 03:00;20211017 04:00;14.94;26.07;6.84;21.7;17.1;11.48;40.34;20.51;20.42;20.43;18.38;33.14;15.5;26.06;16.22;47.02;25.14;24.58;34.36;26.26;40.31;42.58;39.41;13.94;21.79;14.41;19.55;27.61;25.8;23.84;23.97;23.87;17.76;10.58;16.66;24.92;11.33;10.4;15.16;7.47;8.51;13.92;10.49
NO2;uur;µg/m³;20211017 04:00;20211017 05:00;17.11;23.2;5.83;17.3;14.03;12.28;42.28;19.07;18.54;22.2;20.59;35.25;13.8;23.66;18.97;35.88;22.29;27.91;35.04;27.37;35.61;42.82;33.06;16.07;22.53;14.81;21.92;27.91;26.93;26.21;27.22;27;16.15;9.94;16.09;24.87;11;9.35;14.77;7.01;8.55;14.09;10.09
NO2;uur;µg/m³;20211017 05:00;20211017 06:00;14.96;25.42;4.77;18.6;14.73;19.82;38.94;17.73;16.6;25.66;20.55;38.07;14.27;22.38;17.16;37;25.58;23.59;37.72;29.69;36.75;38.31;39.13;19.6;30.29;15.47;23.57;33.91;31.9;28.84;34.01;24.42;18.1;10.99;17.02;26.35;10.87;9.86;15.66;8.07;9.1;12.63;10.15
NO2;uur;µg/m³;20211017 06:00;20211017 07:00;13.24;21.68;5.27;17.24;14.67;19.81;41.79;20.49;18.11;30.18;24.68;47.75;16.55;25.29;17.03;47.79;28.6;30.62;39.23;32.81;51.01;41.74;36.6;25.08;31.16;14.38;22.2;37;32.98;32.51;32.88;19.62;18.51;12.94;20.45;29.76;11.41;10.18;15.04;9.44;8.92;16.21;11.33
NO2;uur;µg/m³;20211017 07:00;20211017 08:00;16.31;22.84;6.56;20.8;13.83;21.15;38.78;20.69;20.14;25.76;26.85;45.63;16.73;29.15;18.11;43.35;25.8;32.83;45.71;34.97;42.44;42.69;31.09;23.6;29.43;13.59;23.42;32.1;30.32;37.8;28.22;23.76;18.59;12.69;23.1;32.47;11;13.6;18.36;11.87;11.25;16.18;12.14
NO2;uur;µg/m³;20211017 08:00;20211017 09:00;13.96;20.74;7.91;25.12;15.4;17.96;43.97;25.17;21.82;31.2;26.2;42.76;16.03;26.76;20.91;36.62;23;27.55;36.83;30.02;27.01;35.27;24.68;24.08;29.28;13.85;33.37;32.69;31;41.11;25.15;20.74;19.77;12.86;23.82;33.4;12.09;14.1;20.61;11.62;11.61;19.76;12.54
NO2;uur;µg/m³;20211017 09:00;20211017 10:00;15.08;19.03;6.53;39.48;19.28;14.93;40.67;20.9;18.86;28.43;24.49;33.93;14.11;21.89;15.23;28.79;18.98;20.73;26.89;22.26;24.7;28.56;21.05;23.89;27;13.84;31.7;25.62;27.52;38.57;19.01;17.03;18.54;10.8;21.65;27.65;10.46;10.64;18.22;11.77;12.05;20;13.48
NO2;uur;µg/m³;20211017 10:00;20211017 11:00;14.74;14.48;5.47;21.03;10.27;12.41;46.2;17.61;17.81;25.44;20.78;37.22;13.51;17.57;9.08;31.94;15.23;16.44;20.03;18.37;24.94;25.21;20.35;22.62;22.39;12.64;30.25;23.7;24.01;33.24;17.88;13.12;15.84;10.69;18.87;24.33;9.52;9.04;16.89;9.87;11.66;21.09;14.68
NO2;uur;µg/m³;20211017 11:00;20211017 12:00;14.91;8.55;5.79;21.09;12.1;7.51;43.94;13.09;14.89;23.47;16.6;28.34;10.99;18.43;10.2;25.56;17.03;15.91;15.69;17.52;27.39;30.29;17.6;21.2;20.27;11;28.73;20.6;21.23;31.88;14.37;12.41;14.68;10.84;18.94;23.62;8.93;8.31;22.4;9.47;13.1;26.27;13.56
NO2;uur;µg/m³;20211017 12:00;20211017 13:00;16.35;6.75;15.32;22.88;8.02;6.69;33.81;10.73;16.56;25.16;13.66;19.96;8.43;18.39;11.82;29.38;20.89;33.85;13.84;20.96;33.66;26.75;18.87;19.22;20.59;10.05;30.39;21.88;19.71;26.68;12.64;12.42;11.99;7.99;19.1;19;8.3;7.1;22.6;9.19;11.2;26.38;14.17
NO2;uur;µg/m³;20211017 13:00;20211017 14:00;14.56;6.37;15.81;27.7;18.31;7.18;28.33;10.88;16.3;19.58;12.37;17.38;7.3;24.76;9.41;29.76;29.03;31.52;12.77;19.56;30.58;25.27;20.02;16.77;22.08;10.75;22.16;23.65;22.3;27.5;12.79;9.74;9.67;6.97;16.77;16.94;8.58;6.6;23.36;9.44;11.64;28.05;11.3
NO2;uur;µg/m³;20211017 14:00;20211017 15:00;13.39;6;13.95;25.97;16.79;6.27;18.74;10.08;15.51;23.84;10.6;19.11;6.9;19.52;5.56;20.57;38.91;22.45;11.74;18.78;28.49;21.96;23.04;16.07;20.97;8.2;17.74;21.32;19.97;30.13;12.36;9.12;8.94;8.84;18.29;16.9;8.68;6.05;22.42;7.77;11.28;24.83;9.51
NO2;uur;µg/m³;20211017 15:00;20211017 16:00;14.77;7.16;9.78;34.87;16.23;7.61;19.33;11.73;20.02;29.48;18.58;14.12;9.89;20.56;6.23;23.54;27.74;24.99;11.72;18.66;26.04;27.94;21.96;16.7;22.93;9.94;16.48;23.42;24.06;29.18;12.9;10.68;12.2;9.15;24.7;20.84;9.47;5.6;21.32;7.69;11.26;28.65;10.24
NO2;uur;µg/m³;20211017 16:00;20211017 17:00;15.2;9.52;9.07;44.91;16.8;11.22;12.78;18.8;28.8;42.39;29.97;19.69;14.4;14.53;7.61;31.58;31.86;23.38;16.57;20.24;32.28;30.3;25.54;18.29;26.11;12.78;14.89;30.49;33.46;32.41;16.15;12.39;15.46;8.9;27.61;25.35;9.71;7.25;18.68;9.09;9.6;26.33;10.67
NO2;uur;µg/m³;20211017 17:00;20211017 18:00;23.13;10.46;9.22;58.84;23.85;10.08;17.43;35.44;41.82;48.6;28.24;20.23;18.35;17.03;13.41;40.73;44.36;31.92;15.64;23.31;39.09;27.09;32.02;23.85;26.67;12.6;15.23;35.95;43.15;37.07;23.95;12.85;15.61;11.76;29.4;26.84;9.79;9.75;14;9.17;9.81;26.84;10.12
NO2;uur;µg/m³;20211017 18:00;20211017 19:00;23.23;14.29;9.16;49.21;27.19;14.05;25.89;36.55;42.2;46.99;23.67;22.62;24.5;16.4;9.77;44.92;43.66;22.07;20.54;22.38;38.36;30.14;32.32;29.13;25.11;13.32;13.97;34.85;48.73;27.78;29.16;17.73;16.5;13.13;30.61;31.24;9;11.81;11.59;9.23;9.54;19.28;8.82
NO2;uur;µg/m³;20211017 19:00;20211017 20:00;25.16;24.16;11.89;44.71;27.87;14.86;18.32;38.54;42.13;47.72;22.8;22.74;22.76;18.93;12.64;45.09;32.75;18.15;21.12;27.11;38.55;29.63;37.82;30.54;33.34;15.09;15.15;37.07;44.25;39.74;30.22;18.16;19.49;13.73;30.39;32.73;9.96;10.6;11.56;9.31;9.62;20.65;9.58
NO2;uur;µg/m³;20211017 20:00;20211017 21:00;22.22;22.23;11.53;42.74;22.87;15.87;18.51;34.36;27.57;48.58;26.4;20.94;20.29;24.88;18.65;47.76;31.8;19.48;23.87;30.24;43.65;37.2;34.46;28.15;29.68;12.86;16.42;34.74;34.51;35.19;28.18;18.04;19.49;13.32;29.28;32.18;9.72;8;10.95;9.24;8.96;21.89;9.98
NO2;uur;µg/m³;20211017 21:00;20211017 22:00;31.11;20.4;14.84;45.55;26.96;13.4;25.83;35.61;26.59;38.66;29.66;20.04;19.46;19.18;26.6;48.06;35.4;17.8;21.02;30.18;45.69;46.83;37.52;25.25;26.45;14.29;15.2;34.26;32.22;27.75;32.54;21.19;16.88;12.65;30.25;32.52;10.24;8.36;12.41;8.66;8.44;16.41;8.6
NO2;uur;µg/m³;20211017 22:00;20211017 23:00;27.73;18.5;10.59;39.11;31.52;14.34;23.25;38.38;25.48;41.26;30.23;21.05;16.46;25.79;18.01;49.32;27.02;17.27;19.72;28.46;42.15;41.84;40.74;22.09;26.37;13.55;19.01;32.44;29.49;26.61;28.17;18.03;16.27;11.35;27.08;33.94;10.89;7.19;13.04;7.77;7.9;12.46;7.42
NO2;uur;µg/m³;20211017 23:00;20211018 00:00;24.19;19.58;10.28;19.7;26.55;15.39;26.65;24.31;21.85;32.29;27.26;21.34;16.5;28.42;18.22;33.88;26.62;18.06;19.19;28.5;34.07;41.23;42.62;25.52;25.28;14.44;18.71;24.52;24.62;26.63;20.81;15.24;18.05;10.39;21.62;29.7;12.17;7.82;13.6;7.07;8.05;12.46;7.4
NO2;uur;µg/m³;20211018 00:00;20211018 01:00;20.63;20.29;6.2;12.6;13.63;12.26;40.62;19.17;17.62;27.67;21.25;18.25;14.03;18.07;15.08;33.51;24.7;19.89;18.5;31.73;;39.13;36.41;24.62;29.3;13.17;16.78;18.94;22.16;22.14;17.85;17.71;20.52;10.01;18.91;;12.77;7.05;14.17;7.38;7.27;11.08;8.43
NO2;uur;µg/m³;20211018 01:00;20211018 02:00;17.87;20.01;5.58;12.09;8.25;14.67;35.39;18.33;18.43;24.88;19.98;20.97;15.34;22.12;11.77;29.02;24.01;20.51;19.71;30.13;31.68;36.97;39.68;25.97;26.21;14.38;15.16;20.11;23.23;20.23;18.46;14.9;23.11;11.01;20.35;26.49;12.89;6.63;13.38;8.07;7.28;11.22;8.93
NO2;uur;µg/m³;20211018 02:00;20211018 03:00;18.11;23.79;3.65;18.82;6.98;15.8;26.42;18.55;19.47;24.36;18.94;19.73;17.82;27.57;12.7;31.07;22.8;21.89;20.36;29.59;32.29;35.65;28.08;26.84;24.92;13.02;16.08;19.36;22.04;22.48;18.74;17.39;24.02;11.06;20.44;26.57;13.39;6.43;13.17;8.53;7.32;10.27;8.26
NO2;uur;µg/m³;20211018 03:00;20211018 04:00;22.49;24.31;3.5;17.65;7.79;18.71;25.42;21.51;22.34;28.87;16.35;19.81;18.34;22.91;11.31;35.68;25.14;22.59;18.42;28.37;33.48;27.47;32.85;27.62;25.66;14.06;18.05;19.29;22.62;28.06;20.22;19.48;30.72;16.54;21.99;29.27;15.47;6.41;12.66;9.03;7.04;11.16;8.42
NO2;uur;µg/m³;20211018 04:00;20211018 05:00;19.66;24.01;5.52;29.4;10.47;16.98;19.96;22.07;25.76;36.08;16.88;20.71;19.54;25.24;17.82;46.89;31.09;22.16;18.37;23.95;37.4;33.63;40.64;27.36;23.09;16.24;17.26;21.33;30.07;28.91;21.54;23.28;37.82;17.09;23.02;31.01;15.78;6.97;12.11;9.53;7.72;14.48;9.42
NO2;uur;µg/m³;20211018 05:00;20211018 06:00;19.96;28.61;4.68;39.92;14.87;19.29;16.15;25.83;33.07;46.7;25.72;22.82;24;21.01;13.3;47.4;39.2;21.6;19.72;26.09;44.22;41.89;41.23;44.67;28.8;22.98;18.97;33.75;43.21;30.64;31.83;22.81;37.92;26.44;26.13;34.34;19.16;10.62;12.72;12.22;8.47;19.61;12.06
NO2;uur;µg/m³;20211018 06:00;20211018 07:00;20.06;29.44;10.44;56.15;18.98;24.05;13.53;35.72;38.1;43.77;28.96;23.71;25.5;17.83;19.62;55.67;42.8;30.73;24.19;36.19;48.63;54.8;48.71;42.89;44.64;25.13;21.74;42.82;46.13;33.86;39.89;28.32;33.36;25.98;30.65;36.68;22.14;23.18;17.59;16.52;8.75;27.7;17.29
NO2;uur;µg/m³;20211018 07:00;20211018 08:00;19.29;29.92;10.27;57.33;21.92;23.08;15.09;34.03;38.07;44.92;30.89;24.9;25.53;21.75;29.18;63.81;35.6;22.79;26.44;41.15;52.37;51.5;46.35;43.72;44.71;30.13;24.31;41.86;49.24;30.85;38.14;27.22;31.28;34.8;33.11;39.76;19.72;24.28;16.35;18.5;10.36;32.06;21.38
NO2;uur;µg/m³;20211018 08:00;20211018 09:00;18.83;28.25;13.27;58.6;25.06;18.83;25.2;29.22;32.72;37.38;26.36;19.3;21.89;24.33;28.66;52.88;33.39;19.11;22.74;36.29;45.84;45.38;40.37;39.04;34.96;26.7;19.89;39.05;37.28;26.61;31.53;22.31;29.7;29.86;28.88;34.78;17.69;16.82;17.71;22.2;10.83;29.72;18.77
NO2;uur;µg/m³;20211018 09:00;20211018 10:00;17.06;19.55;12.76;39.14;21.09;13.67;29.78;22.22;23.75;33.77;21.4;15.61;19.05;24.03;27.53;47.67;30.65;20.24;21.24;31.45;39.64;39.01;35.99;31.44;28.76;23.38;16.66;30.86;26.05;19.79;21.78;17.89;32.32;25.09;26.77;32.2;17.11;14.45;12.71;22.22;11.61;29.92;17.13
NO2;uur;µg/m³;20211018 10:00;20211018 11:00;16.78;16.55;10.91;19.85;9.83;14.07;36.88;21.52;24.65;30.68;17.13;18.27;17.67;21.14;24.17;40.48;31.46;22.26;18.77;29.46;38.25;36.9;36.83;23.93;27.23;18.7;17.23;24.65;26.86;19.92;19.76;15.51;32.84;18.05;26.21;29.54;13.18;12.11;12.67;23.37;11.08;29.81;14.34
NO2;uur;µg/m³;20211018 11:00;20211018 12:00;16.94;15.26;10.56;28.5;9.55;12.71;33.81;22.78;19.15;34.08;16.84;18.51;14.77;21.94;21.59;41.87;32.69;20.7;17.32;26.42;38.82;35.74;33.99;;26.02;16.55;17.35;26.99;23.67;18.51;18.61;14.59;31.34;16.78;22.08;27.26;30.05;12.96;13.18;14.73;7.24;24.14;10.94
NO2;uur;µg/m³;20211018 12:00;20211018 13:00;13.3;15.92;7.85;23.98;8.36;11.16;30.38;19.89;18.34;33.8;18.84;17;12.94;20.7;23.07;41.4;37.08;19.9;16.3;27.03;40.72;38.09;32.55;;24.22;14.57;16.1;25.47;25.38;18.51;16.68;12.81;26.44;16.97;19.06;21.72;16.71;13.07;12.5;13.74;7.25;21.15;10.92
NO2;uur;µg/m³;20211018 13:00;20211018 14:00;11.92;16.87;9.13;29.2;8.38;11.22;25.14;23.87;27.42;32.28;18.25;14.84;14.03;16.16;18.69;40.99;34.47;16.79;16.16;23.34;39.76;36.19;35.95;;24.47;18.23;15.22;26.35;25.64;21.13;18.78;14.13;19.98;18.3;22.91;22.91;19.03;13.29;14.92;17.45;9.3;22.36;11.65
NO2;uur;µg/m³;20211018 14:00;20211018 15:00;12.94;18.7;10.17;35.09;10.56;9.71;24.66;21.68;25.1;33.07;17.11;13.91;13.94;15.81;17.12;43.05;28.49;18.46;17.52;23.06;42.28;38.93;40.41;;25.45;19.97;15.19;28.36;28.13;25.54;17.91;13.87;27.73;17.97;24.55;26.4;17.51;15.96;12.68;16.2;9.22;32.23;18.05
NO2;uur;µg/m³;20211018 15:00;20211018 16:00;15.8;18.54;17.67;30.75;10.25;10.71;24.27;27.16;28.98;38.07;18.45;13.81;14.17;16.26;15.24;44.79;30.29;19.35;18.9;26.31;46.07;39.89;41.3;;31.33;20.3;16.61;34.96;33.69;23.22;23;15.41;37.66;21.81;28.71;29.49;18.62;16.76;16.69;20.95;10.01;32.15;24.2
NO2;uur;µg/m³;20211018 16:00;20211018 17:00;20.16;20.82;14.6;32.19;11.47;12.32;22.42;33.73;32.96;37.74;17.12;14.57;16.95;17.62;14.78;45.28;31.97;19.04;21.48;27.52;47.08;45.7;39.62;24.23;30.41;21.92;17.27;35.76;32.87;24.91;24.41;20.12;37.43;25.95;27.86;29.76;23.46;21.71;17.74;23.88;14.07;36.81;28.23
NO2;uur;µg/m³;20211018 17:00;20211018 18:00;25.73;27.4;16.43;43.56;14.74;18.32;20.4;36.32;34.1;47.32;20.34;18.54;20.96;16.97;18.28;48.59;31.34;16.67;19.14;26.66;44.71;46.52;43.74;31.24;29.98;23.35;21.35;37.74;37.57;32.91;27.52;23.81;44.11;25.92;30.65;33.39;31.57;26.54;18.1;23.63;16.47;44.31;27.08
NO2;uur;µg/m³;20211018 18:00;20211018 19:00;24.92;27.03;21.74;30.56;15.48;22.75;20.11;29.58;31.35;43.6;21.67;18.53;21.67;17.71;14.44;52.35;26.02;19.63;17.73;24.58;47.31;48.16;49.24;27.12;29.61;25.6;21.75;37.94;48.69;33.61;33.91;23.46;41.32;25.92;36.54;40.29;39.46;29.32;17.29;21.77;18.75;39.23;23.1
NO2;uur;µg/m³;20211018 19:00;20211018 20:00;28.93;28.44;15.59;15.05;11.42;20.05;23.1;27.65;27.2;40.45;22.46;20.02;23.48;18.69;14.77;47.96;27.47;19.29;21.5;26.31;42.45;39.23;45.06;31.19;26.39;22.91;21.28;39.19;47.78;35.29;35.57;24.55;39.53;30.9;34.55;39.56;36.47;30.64;18.54;21.73;19.64;33.28;24.86
NO2;uur;µg/m³;20211018 20:00;20211018 21:00;26.39;25.41;9.84;10.99;10.6;19.27;26.24;26.61;23.01;31.47;22.43;20.76;21.99;16.62;13.49;33.92;27.76;21.01;22.3;28.55;36.04;32;41.57;33.53;23.87;25.11;19.93;35.33;40.04;23.65;33.02;21.47;36.29;33.62;30.1;34.67;33.58;28.91;18.09;24.28;19.32;33.39;28.82
NO2;uur;µg/m³;20211018 21:00;20211018 22:00;20;22.98;7.63;10.85;10.28;12.82;24.94;23.51;21.46;31.76;21.51;21.11;19.19;14.4;12.42;30.73;24.72;16.26;23.34;26.83;31.62;29.31;32.31;36.53;25.89;27.27;18.04;27.74;28.45;26.65;23.79;19.3;38.35;28.05;28.16;33.35;31.53;25.7;17.89;28.93;19.37;33.56;29.31
NO2;uur;µg/m³;20211018 22:00;20211018 23:00;18.17;17.29;7.91;10.72;9.9;12.13;23.92;18.1;18.86;26.37;20.54;19.14;12.5;17.78;11.86;28.66;19.59;12.27;20.88;23.14;29.92;29.17;35.02;21.62;26.72;24.68;18.59;25.03;27.91;26.56;22.94;18.75;35.72;17.09;23.88;28.52;29.58;22.16;17.69;27.25;17.3;29.4;25.69
NO2;uur;µg/m³;20211018 23:00;20211019 00:00;17.54;15.13;6.4;9.08;8.61;11.2;23.61;11.32;12.09;17.36;18.92;19.17;8.12;15.56;9.12;28.41;15.5;11.64;19.62;20.54;26.77;33.18;32.08;21.95;26.06;23.2;19.48;22.69;25.18;26.29;20.71;19.38;28.45;15.01;18.98;23.86;23.47;18.91;17.49;21.72;16.03;25.83;22.09
NO2;uur;µg/m³;20211019 00:00;20211019 01:00;15.07;13.51;4.83;7.75;7.48;;24.24;7.03;8.76;13.54;19.38;14.22;6.63;10.34;5.26;23.83;14.69;10.95;16;20.05;21.26;26.04;27.12;23.4;23.23;14.96;19.6;19.57;22.63;20.2;20.48;15.27;25;10.64;13.23;19.6;18.77;15.19;15.86;20.02;15.13;20.98;20.05
NO2;uur;µg/m³;20211019 01:00;20211019 02:00;10.19;11.12;4.53;6.27;6.13;7.65;14.58;6.87;8.58;12.3;11.32;14.17;6.65;8.06;5.07;18.57;14.39;10.6;15.02;15.67;20.08;19.66;28.38;36.42;19.64;13.94;18.48;17.29;19.66;18.63;18.15;15.08;23.21;8.81;12.27;19.71;16.57;12.78;14.39;18.07;14.2;19.01;17.76
NO2;uur;µg/m³;20211019 02:00;20211019 03:00;5.65;7.8;3.75;5.6;5.06;7.11;16.53;5.93;7.48;10.43;10.71;10.25;5.36;5.71;5.55;18.53;12.02;7.76;9.33;11.6;19.35;20.36;26.65;23.08;15.81;12.33;15.1;14.63;16.66;15.72;15.56;12.33;21.74;7.76;10.9;18.86;14.88;10.53;14.21;14.75;13.21;18.01;16.49
NO2;uur;µg/m³;20211019 03:00;20211019 04:00;4.02;7.26;3.26;4.53;4.44;6.05;16.06;5.4;5.71;10.51;6.94;9.63;4.48;5.36;4.64;17.52;9.98;6.63;7.96;13.18;16.59;17.67;18.11;21.2;14.45;10.66;10.38;10.78;12.14;12.8;10.9;10.19;20.29;7.57;9.12;17.69;13.37;9.93;12.12;13.23;11.47;15.29;14.06
NO2;uur;µg/m³;20211019 04:00;20211019 05:00;4.22;6.28;2.24;4.37;3.78;4.88;20.19;5.71;8.4;11.19;7.21;10.83;4.88;7.49;4.91;17.69;10.65;6.75;7.36;11.81;17.9;18.89;18.09;20.57;11.69;9.51;8.52;9.7;12.57;19.1;9.95;7.47;17.87;8.38;7.22;16.39;12.24;10.09;10.69;15.35;10.45;14.84;12.28
NO2;uur;µg/m³;20211019 05:00;20211019 06:00;5.67;7.85;2.4;5.94;4.25;4.77;19.4;6.74;15.78;20.98;10.94;7.43;6.67;11.58;5.55;21.08;14.82;7.42;11.64;12.13;22.09;16.24;29.37;19.71;14.73;10.78;10.76;15.93;27;28.5;12.02;7.94;15.43;6.38;10.07;17.57;10.75;10.91;8.57;14.46;9.03;20.21;14.04
NO2;uur;µg/m³;20211019 06:00;20211019 07:00;4.7;9.58;4.75;8.69;5.95;6.62;20.21;11.73;30.8;28.82;18.37;8.5;9.84;8.21;6.95;47.48;17.72;12.91;17.38;17.09;28.44;18.59;30.71;21.24;22.51;12.6;12.83;22.68;30.95;32.63;18.22;10.45;12.06;8.13;16.51;22.7;10.34;12.59;8.05;13.15;8.72;22.4;15.56
NO2;uur;µg/m³;20211019 07:00;20211019 08:00;5.78;10.33;4.72;14.57;7.76;7.37;27.23;18.23;31.87;32.49;23;8.46;13.45;13.14;7.82;18.44;27.01;15.84;20.72;19.34;30.31;22.59;29.97;21.51;26.54;11.99;11;27.15;35.03;27.14;21.63;12.77;15.05;8.56;22.48;27.11;9.03;11.25;8.54;11.03;8.19;24.47;19.13
NO2;uur;µg/m³;20211019 08:00;20211019 09:00;7.45;11.14;5.3;11.96;8.51;9.06;19.78;16.31;29.6;25.36;20.4;9.1;11.65;11.75;9.49;22.75;22.74;11.33;19.88;20.89;27.01;20.59;24.83;22.25;23.77;12.37;12.75;24.94;32.47;25.48;23.24;14.32;16.83;11.05;21.2;26.12;9.01;7.81;8.8;9.09;7.62;27.56;16.38
NO2;uur;µg/m³;20211019 09:00;20211019 10:00;9.76;9.78;4.9;12.12;8.51;9.9;18.99;16.01;28.28;29.47;24.56;9.93;12.73;9.09;9.03;23.75;21.46;12.31;20.17;19.53;25.36;19.88;20.49;24.97;20.99;11.91;11.71;25.13;29.03;22.44;23.27;14.97;14.24;12.22;16.49;22.51;8.53;7.24;10.73;8.35;6.96;20.07;11.73
NO2;uur;µg/m³;20211019 10:00;20211019 11:00;10.26;9.49;5.05;12.88;9.38;10.3;16.97;16.89;20.09;17.87;20.02;7.6;10.81;9.24;9.14;23.96;21.14;12.27;18.13;13.38;19.45;17.87;16.65;27.11;19.44;12.83;11.12;22.56;24.41;18.85;19.86;13.81;13.5;10.52;14.74;21.72;9.16;8.85;11.51;8.15;7.32;18.92;12.42
NO2;uur;µg/m³;20211019 11:00;20211019 12:00;9.77;8.12;6.92;10.61;8.42;10.7;14.02;13.86;18.35;18.03;17.45;7.69;9.71;9.87;8.72;23.28;21.62;11.19;14.51;11.97;18.43;16.46;17.74;14.84;13.91;13.88;10.89;17.89;21.23;16.02;16.37;11.33;13.06;10.72;15.54;20.57;10.06;10.06;12.19;8.69;7.84;19.96;10.56
NO2;uur;µg/m³;20211019 12:00;20211019 13:00;9.47;7.32;5.79;12.38;6.67;9.71;11.05;12.99;16.72;18.96;16.84;7.69;9.41;7.6;6.02;18.44;25.36;9.73;11.76;10.09;17.08;13.84;18.91;9.58;12.33;12.71;11.37;16.21;17.8;14.42;13.7;10.24;10.09;11.36;13.94;17.27;10.12;10.35;12.31;8.3;9.46;17.95;10.63
NO2;uur;µg/m³;20211019 13:00;20211019 14:00;8.75;7.69;8.12;10.59;7.48;8.91;12.33;12.7;21.85;17.49;13.17;7.58;8.84;2.37;4.02;13.91;23.98;6.34;11.74;7.18;18.38;11.59;15.17;8.21;10.03;10.48;6.02;13.03;13.73;12.64;12.45;8.72;9.59;11.99;15.07;16.14;9.73;11.01;13.35;7.56;10.88;20.83;12.33
NO2;uur;µg/m³;20211019 14:00;20211019 15:00;9.86;8.45;7.54;10.66;6.85;9.75;13.44;16.6;20.8;17.72;12.82;5.66;11.08;3.12;4.71;21.29;20.99;4.89;9.05;6.27;18.07;9.96;15.32;4.71;10.17;6.42;4.67;12.09;12.42;10.48;8.86;6.01;8.94;9.5;17.03;17.46;10.73;8.81;5.83;10.38;11.11;23.22;14.53
NO2;uur;µg/m³;20211019 15:00;20211019 16:00;9.6;9.27;7.54;13.31;8.31;9.47;13.95;16.09;22.63;20.9;16.61;7.16;11.26;6;5.73;28.29;26.66;7.47;11.01;7.74;11.99;10.58;17.23;8.13;11.56;5.14;5.29;13.99;14.84;13.19;9.69;7.09;9.62;7.47;20.68;19.5;8.93;5.52;3.52;9.66;5.96;20.53;9.62
NO2;uur;µg/m³;20211019 16:00;20211019 17:00;10.35;9.62;9.16;12.81;8.36;8.5;15.27;14.59;20.39;19.46;16.86;12.51;10.94;10.12;7.16;16.14;18.32;11.45;13.04;8.18;16.36;13.51;23.55;14.14;12.86;7.27;9.44;19.08;20.49;18.28;13.25;10.39;9.79;8.43;19.34;19.65;8.28;5.68;5.42;7.19;4.33;16.69;6.24
NO2;uur;µg/m³;20211019 17:00;20211019 18:00;9.1;9.55;11.56;18.39;12.37;9.75;15.12;13.59;17.38;22.61;16.38;15.02;12.23;13.58;6;24.58;19.31;13.84;15.29;8.97;24.98;21.28;26.96;5.21;13.86;9.55;11.71;23.62;28.04;21.15;21.28;15.83;10.37;10.66;16.9;18.86;9.11;7.39;5.86;6.71;5.21;19.83;7.97
NO2;uur;µg/m³;20211019 18:00;20211019 19:00;11.35;10.4;8.06;11.1;9.85;11.73;15.58;13.11;16.32;18.23;16.61;16.77;12.48;8.5;6.15;22.85;19.47;14.87;15.18;15.38;29.65;19.97;19.44;4.84;17.15;13.3;14.89;17.19;19.59;26.15;17.22;13.23;9.2;10.92;14.96;18.62;9.76;8.34;5.66;6.42;5.74;14.34;7.27
NO2;uur;µg/m³;20211019 19:00;20211019 20:00;9.22;11.02;4.38;7.26;6.21;10.58;17.19;12.12;14.01;17.26;15.69;12.19;11.33;8.56;10.45;19.71;14.58;9.36;14.45;14.65;22.16;17.52;20.24;15.02;18.09;11;14.94;14.63;17.12;20.9;14.25;12.41;8.15;10.49;12.46;18.08;8.75;9.88;11.21;7.71;4.37;14.19;8.14
